0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,2
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,4
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,1
8,1
6,1
7,1
8,1
0,4
1,4
7,1
2,4
3,4
4,4
5,4
6,2
8,2
5,1
6,1
7,2
6,1
8,4
5,2
0,8
1,8
7,4
5,4
6,2
2,8
3,8
4,8
4,1
8,8
7,8
5,8
6,4
4,1
4,1
4,1
4,1
0,16
1,16
2,16
3,16
4,1
6,8
4,1
4,1
4,1
8,16
7,16
5,16
4,1
5,1
4,2
5,1
5,2
4,4
6,16
5,4
4,8
5,8
0,32
1,32
2,32
3,32
3,1
3,1
3,1
3,1
8,32
7,32
3,1
4,16
3,1
5,16
3,1
3,1
6,32
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
4,32
3,1
3,1
5,32
3,1
3,1
3,1
3,1
3,1
0,64
1,64
2,64
2,1
2,1
2,1
2,1
2,1
2,1
8,64
7,64
2,1
2,1
2,1
2,1
2,1
6,64
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
4,64
2,1
4,1
5,64
2,1
4,1
2,1
4,2
2,1
4,4
4,8
4,16
4,32
0,128
1,128
1,1
1,1
1,1
1,1
8,128
7,128
1,1
1,1
1,1
6,128
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
5,128
1,1
1,1
4,64
1,1
1,1
1,1
1,1
4,128
0,256
0,1
0,1
0,1
0,1
0,1
0,1
8,256
7,256
0,1
8,1
7,1
0,1
8,1
7,1
0,1
8,1
7,1
0,1
6,256
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
6,1
8,1
7,1
0,1
5,256
6,1
8,1
7,1
0,1
5,1
6,1
8,1
7,1
0,1
5,1
6,1
8,1
7,1
0,1
5,1
6,1
8,1
7,1
0,1
5,1
6,1
8,1
7,1
0,1
5,1
6,1
8,1
7,1
0,1
5,1
6,1
8,1
7,1
0,1
5,1
6,1
8,1
7,1
5,1
6,1
8,1
7,1
5,1
6,1
8,1
7,1
5,1
6,1
8,1
7,1
5,1
6,1
8,1
5,1
6,1
8,1
5,1
6,1
8,1
5,1
6,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
4,256
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
