0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
1,2
3,2
5,2
7,2
9,2
11,2
13,2
15,2
0,1
2,1
4,1
6,1
8,1
10,1
12,1
14,1
16,1
18,1
20,1
22,1
24,1
1,4
3,4
5,4
7,4
17,2
19,2
21,2
23,2
0,2
2,1
4,1
6,1
8,1
10,1
12,1
14,1
16,1
18,1
20,1
22,1
24,1
3,1
5,1
7,1
17,1
19,1
21,1
23,1
0,1
9,4
11,4
13,4
15,4
2,2
4,2
6,2
16,2
18,2
8,1
10,1
12,1
14,1
24,1
3,1
5,1
7,1
17,1
19,1
21,1
23,1
0,1
2,1
4,1
6,1
16,1
20,2
22,2
1,8
18,1
8,1
10,1
12,1
14,1
24,1
21,1
23,1
0,1
2,1
4,1
6,1
16,1
3,2
5,2
7,2
17,2
19,2
20,4
1,1
18,1
8,1
10,1
12,1
14,1
24,1
21,1
23,1
2,1
4,1
6,1
16,1
0,2
22,4
9,8
11,8
13,8
15,8
19,1
20,1
1,1
8,1
10,1
12,1
14,1
24,1
23,1
2,1
4,1
6,1
16,1
0,1
18,2
21,2
3,4
9,1
11,1
13,1
15,1
19,1
20,1
24,1
23,1
2,1
4,1
6,1
16,1
18,1
21,1
1,2
8,2
10,2
12,2
14,2
0,2
5,4
7,4
17,4
9,1
11,1
13,1
15,1
24,1
23,1
2,1
4,1
6,1
16,1
18,1
21,1
8,1
10,1
12,1
14,1
0,1
5,1
7,1
19,2
20,2
17,1
24,1
23,1
2,1
18,1
21,1
8,1
10,1
12,1
14,1
0,1
5,1
7,1
22,8
1,4
9,2
11,2
13,2
15,2
4,2
6,2
16,2
17,1
24,1
23,1
2,1
18,1
21,1
8,1
10,1
12,1
14,1
0,1
5,1
7,1
1,1
16,1
19,4
3,8
17,2
24,1
23,1
2,1
18,1
21,1
8,1
10,1
12,1
14,1
5,1
7,1
1,1
16,1
20,4
9,4
11,4
13,4
15,4
4,4
6,4
0,2
17,1
24,1
23,1
2,1
18,1
21,1
8,1
10,1
12,1
14,1
5,1
7,1
1,1
20,1
16,2
17,1
24,1
23,1
2,1
18,1
8,1
10,1
12,1
14,1
5,1
7,1
1,1
20,1
16,1
21,2
0,4
19,8
24,1
23,1
2,1
18,1
8,1
10,1
12,1
14,1
5,1
7,1
1,1
20,1
16,1
19,1
17,2
18,2
9,8
11,8
13,8
15,8
4,8
6,8
0,8
21,4
22,16
3,16
24,1
23,1
2,1
8,1
10,1
12,1
14,1
5,1
7,1
1,1
20,1
16,1
19,1
18,1
9,1
11,1
13,1
15,1
4,1
6,1
0,1
17,4
23,2
8,2
10,2
12,2
14,2
5,2
21,1
22,1
24,1
2,1
16,1
18,1
9,1
11,1
13,1
15,1
4,1
6,1
0,1
17,1
8,1
10,1
12,1
14,1
5,1
7,2
1,2
20,2
19,2
23,4
21,1
22,1
24,1
2,1
18,1
6,1
0,1
17,1
8,1
10,1
12,1
14,1
5,1
16,2
9,2
11,2
13,2
15,2
4,2
20,1
23,1
24,1
2,1
18,1
6,1
0,1
17,1
8,1
10,1
12,1
14,1
5,1
7,4
1,4
21,2
22,2
20,1
23,1
24,1
2,1
18,1
6,1
0,1
17,1
8,1
10,1
12,1
14,1
5,1
19,4
16,4
9,4
11,4
13,4
15,4
20,2
23,2
21,1
22,1
18,1
6,1
0,1
17,1
8,1
10,1
12,1
14,1
5,1
19,1
4,4
18,2
21,1
22,1
6,1
0,1
17,1
5,1
19,1
4,1
20,4
23,4
5,2
18,1
21,1
22,1
6,1
0,1
17,1
4,1
7,8
19,2
5,1
21,1
22,1
6,1
0,1
17,1
19,1
1,8
4,2
5,1
21,1
22,1
6,1
0,1
17,1
19,1
1,1
16,8
9,8
11,8
13,8
15,8
5,2
0,2
4,1
21,1
22,1
6,1
17,1
19,1
1,1
16,1
9,1
11,1
13,1
15,1
17,2
1,2
0,1
4,1
21,1
22,1
19,1
16,1
9,1
11,1
13,1
15,1
17,1
20,8
23,8
5,4
4,1
22,1
19,1
9,1
11,1
13,1
15,1
17,1
16,2
22,2
1,4
20,1
23,1
4,1
19,1
9,1
11,1
13,1
15,1
17,1
1,1
3,32
20,1
23,1
4,1
19,1
9,1
11,1
13,1
15,1
1,1
7,16
16,4
22,4
5,8
3,1
20,1
23,1
4,1
19,1
9,1
11,1
13,1
15,1
1,1
7,1
16,1
5,1
4,2
3,1
20,1
19,1
9,1
11,1
13,1
15,1
1,1
7,1
16,1
4,1
3,1
20,1
19,1
9,1
11,1
13,1
15,1
1,1
7,1
16,1
22,8
3,1
20,1
19,1
9,1
11,1
13,1
15,1
1,1
7,1
22,1
3,1
20,1
9,1
11,1
13,1
15,1
1,1
7,1
22,1
3,1
20,1
9,1
11,1
13,1
15,1
1,1
7,1
22,1
3,1
20,1
9,1
11,1
13,1
15,1
1,1
7,1
22,1
3,1
9,1
11,1
13,1
15,1
7,1
22,1
3,1
9,1
11,1
13,1
15,1
7,1
22,1
3,1
9,1
11,1
13,1
15,1
22,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
