0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
1,2
3,2
5,2
7,2
9,2
0,1
2,1
4,1
6,1
8,1
10,1
12,1
14,1
11,2
13,2
1,4
2,1
4,1
6,1
8,1
10,1
12,1
14,1
11,1
0,2
3,4
5,4
7,4
9,4
13,1
2,1
4,1
6,1
8,1
14,1
11,1
10,2
12,2
13,1
2,1
4,1
6,1
8,1
14,1
11,1
0,4
13,2
12,1
2,1
4,1
6,1
8,1
14,1
11,1
1,8
10,4
12,1
2,1
4,1
6,1
8,1
14,1
11,1
3,8
5,8
7,8
9,8
13,4
12,1
2,1
4,1
6,1
8,1
14,1
11,1
0,8
12,1
2,1
4,1
6,1
8,1
14,1
11,1
10,8
0,1
12,1
2,1
4,1
6,1
8,1
14,1
11,1
10,1
0,1
12,1
2,1
4,1
6,1
8,1
14,1
13,8
11,2
10,1
0,1
12,1
2,1
4,1
6,1
8,1
14,1
11,1
1,16
10,2
0,1
12,1
2,1
4,1
6,1
8,1
14,1
11,1
10,1
3,16
5,16
7,16
9,16
0,1
12,1
2,1
4,1
6,1
8,1
14,1
10,1
11,2
0,1
12,1
2,1
4,1
6,1
8,1
14,1
10,1
13,16
11,4
0,1
12,1
2,1
4,1
6,1
8,1
14,1
10,1
11,1
0,1
12,1
2,1
4,1
6,1
8,1
14,1
10,2
11,1
0,1
12,1
2,1
4,1
6,1
8,1
14,1
11,2
10,1
0,1
12,1
2,1
4,1
6,1
8,1
14,1
10,1
0,1
12,1
2,1
4,1
6,1
8,1
14,1
11,4
10,1
0,1
12,1
10,1
0,1
12,1
1,32
10,1
0,1
10,1
0,1
3,32
5,32
10,1
0,1
11,8
7,32
9,32
3,1
5,1
10,1
0,1
11,1
7,1
9,1
10,2
3,1
5,1
0,1
11,1
7,1
9,1
13,32
10,1
3,1
5,1
7,1
9,1
11,2
13,1
10,1
3,1
5,1
7,1
9,1
11,1
10,2
13,1
3,1
5,1
7,1
9,1
11,1
10,1
13,1
3,1
5,1
7,1
9,1
11,2
13,1
3,1
5,1
7,1
9,1
11,1
13,1
3,1
5,1
7,1
9,1
11,1
13,1
3,1
5,1
7,1
9,1
11,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
13,1
3,1
5,1
7,1
9,1
1,64
13,1
3,1
5,1
7,1
9,1
1,1
13,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
